#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_101_length_3383_cov_28.861478	603	1193	espM2	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_289175
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_101_length_3383_cov_28.861478	2105	3163	espW	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_289177
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_10_length_133029_cov_27.849151	21731	23023	espX5	1-1293/1293	===============	0/0	100.00	100.00	vfdb	NP_290699
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_10_length_133029_cov_27.849151	112265	113915	htpB	3-1653/1653	========/======	13/36	98.79	70.76	vfdb	YP_094724
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_118_length_2389_cov_14.089117	444	1805	espK	1-1362/1362	===============	0/0	100.00	100.00	vfdb	NP_287316
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_11_length_121796_cov_22.547983	89010	91022	espX2	1-2013/2013	===============	0/0	100.00	99.95	vfdb	NP_286562
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_11_length_121796_cov_22.547983	116944	117642	nleD	1-699/699	===============	0/0	100.00	99.86	vfdb	NP_286535
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_11_length_121796_cov_22.547983	117873	118754	nleH1	1-882/882	===============	0/0	100.00	100.00	vfdb	NP_286534
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_11_length_121796_cov_22.547983	119582	120574	nleC	1-993/993	===============	0/0	100.00	100.00	vfdb	NP_286533
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_11_length_121796_cov_22.547983	120635	121615	nleB2	1-981/981	===============	0/0	100.00	100.00	vfdb	NP_286532
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_136_length_1826_cov_27.473179	815	1826	espR4	129-1140/1140	.==============	0/0	88.77	99.90	vfdb	NP_288396
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_141_length_1770_cov_37.180758	430	1417	nleC	1-988/993	===============	0/0	99.50	94.53	vfdb	NP_286533
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_14_length_116221_cov_23.759973	13202	14242	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_15_length_115417_cov_31.111250	111137	111739	fimB	1-603/603	===============	0/0	100.00	98.18	vfdb	NP_757239
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_15_length_115417_cov_31.111250	112217	112813	fimE	1-597/597	===============	0/0	100.00	98.33	vfdb	NP_757240
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_15_length_115417_cov_31.111250	113221	113826	fimA	1-606/606	===============	0/0	100.00	92.24	vfdb	NP_757241
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_15_length_115417_cov_31.111250	113891	114430	fimI	1-540/540	===============	0/0	100.00	98.52	vfdb	NP_757242
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_15_length_115417_cov_31.111250	114467	115192	fimC	1-726/726	===============	0/0	100.00	97.93	vfdb	NP_757243
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	16658	17428	entD	1-771/771	===============	0/0	100.00	94.29	vfdb	NP_752599
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	17453	19693	fepA	1-2241/2241	===============	0/0	100.00	96.88	vfdb	NP_752600
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	19936	21138	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	NP_752602
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	21356	25209	entF	1-3854/3882	========/======	2/2	99.25	95.72	vfdb	NP_752604
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	26583	27398	fepC	1-816/816	===============	0/0	100.00	96.32	vfdb	NP_752606
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	27395	28387	fepG	1-993/993	===============	0/0	100.00	94.16	vfdb	NP_752607
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034230/contigs.fasta	NODE_17_length_102322_cov_22.750868	28384	29400	fepD	1-1017/1017	===============	0/0	100.00	96.66	vfdb	NP_752608
