#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_103_length_4283_cov_319.210501	191	4093	espP	1-3903/3903	===============	0/0	100.00	99.97	vfdb	YP_325580
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_105_length_4140_cov_169.038923	182	1162	nleB2	1-981/981	===============	0/0	100.00	100.00	vfdb	NP_286532
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_105_length_4140_cov_169.038923	1223	2215	nleC	1-993/993	===============	0/0	100.00	100.00	vfdb	NP_286533
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_105_length_4140_cov_169.038923	3043	3924	nleH1	1-882/882	===============	0/0	100.00	99.89	vfdb	NP_286534
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_112_length_3879_cov_176.267521	603	1193	espM2	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_289175
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_112_length_3879_cov_176.267521	2105	3163	espW	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_289177
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	6131	7781	htpB	3-1653/1653	========/======	13/36	98.79	70.76	vfdb	YP_094724
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	97024	98316	espX5	1-1293/1293	===============	0/0	100.00	100.00	vfdb	NP_290699
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_120_length_3197_cov_133.372693	2050	2808	paa	1-759/759	===============	0/0	100.00	100.00	vfdb	NP_287515
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_12_length_117765_cov_91.779543	89008	91020	espX2	1-2013/2013	===============	0/0	100.00	99.95	vfdb	NP_286562
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_12_length_117765_cov_91.779543	116942	117640	nleD	1-699/699	===============	0/0	100.00	99.86	vfdb	NP_286535
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_133_length_2642_cov_99.482026	838	2199	espK	1-1362/1362	===============	0/0	100.00	100.00	vfdb	NP_287316
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_149_length_1980_cov_187.641039	767	1420	espJ	1-654/654	===============	0/0	100.00	99.85	vfdb	NP_288436
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	4694	5527	csgG	1-834/834	===============	0/0	100.00	83.09	vfdb	NP_460110
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	5554	5970	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	5995	6384	csgE	1-396/396	========/======	1/6	98.48	79.29	vfdb	NP_460112
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	6389	7039	csgD	1-651/651	===============	0/0	100.00	81.57	vfdb	NP_460113
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	7793	8248	csgB	1-456/456	========/======	2/2	99.78	83.37	vfdb	NP_460114
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	8289	8747	csgA	1-456/456	========/======	1/3	100.00	73.20	vfdb	NP_460115
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	8806	9126	csgC	1-321/327	========/======	5/6	97.25	74.38	vfdb	NP_460116
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	35294	35689	flgC	10-405/405	========/======	2/2	97.53	72.29	vfdb	YP_001006763
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	35812	36281	flgD	1-461/576	========/====..	3/9	80.03	75.53	vfdb	YP_001006762
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	38674	39321	flgG	7-654/654	========/======	2/2	98.93	75.50	vfdb	YP_001006759
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	39515	40066	flgH	127-678/684	..=============	0/0	80.70	78.62	vfdb	YP_001006758
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	40138	41179	flgI	34-1075/1077	========/======	7/12	96.19	71.47	vfdb	YP_001006757
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_155_length_1826_cov_183.582722	1	1012	espR4	129-1140/1140	.==============	0/0	88.77	99.90	vfdb	NP_288396
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_16_length_105711_cov_95.925494	91483	92523	ompA	1-1041/1041	===============	0/0	100.00	98.08	vfdb	AAF37887
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_17_length_96175_cov_115.557376	46910	47446	lpfA	1-537/537	===============	0/0	100.00	70.20	vfdb	NP_462541
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_17_length_96175_cov_115.557376	48311	50733	lpfC	92-2466/2529	========/======	17/74	93.40	70.65	vfdb	NP_462539
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_18_length_91147_cov_112.375203	51946	53374	aslA	1-1428/1428	========/======	1/1	100.00	93.91	vfdb	AAG10151
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	148968	150866	espL1	1-1899/1899	===============	0/0	100.00	99.95	vfdb	NP_288154
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	321824	323887	flhA	6-2069/2079	========/======	2/6	99.13	74.89	vfdb	YP_001006770
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	325239	325810	cheZ	70-641/645	.=======/======	2/10	87.91	71.06	vfdb	YP_001006773
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	325892	326279	cheY	1-388/390	===============	0/0	99.49	76.80	vfdb	YP_001006774
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	326319	327343	cheB	1-1025/1050	========/======	2/2	97.52	74.27	vfdb	YP_001006775
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_1_length_346232_cov_97.256357	331712	332161	cheW	19-468/498	===============	0/0	90.36	74.44	vfdb	YP_001006779
