#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	109597	111660	flhA	6-2069/2079	========/======	2/6	99.13	74.94	vfdb	YP_001006770
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	113012	113583	cheZ	70-641/645	.=======/======	2/10	87.91	71.06	vfdb	YP_001006773
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	113665	114052	cheY	1-388/390	===============	0/0	99.49	76.80	vfdb	YP_001006774
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	114092	115116	cheB	1-1025/1050	========/======	2/2	97.52	74.27	vfdb	YP_001006775
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	119485	119934	cheW	19-468/498	===============	0/0	90.36	74.44	vfdb	YP_001006779
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	122865	123740	motA	13-888/888	========/======	3/4	98.42	72.10	vfdb	YP_001006782
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_11_length_148431_cov_29.840776	123897	124452	flhC	6-564/582	========/======	5/7	95.19	74.15	vfdb	YP_001006783
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_127_length_1826_cov_37.487295	1	1012	espR4	129-1140/1140	.==============	0/0	88.77	99.90	vfdb	NP_288396
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	46437	48845	espY4	1-2409/2409	===============	0/0	100.00	100.00	vfdb	NP_290352
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	112515	113711	espG	1-1197/1197	===============	0/0	100.00	100.00	vfdb	NP_290289
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	115360	115578	escE	1-219/219	===============	0/0	100.00	100.00	vfdb	NP_290287
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	115582	115905	cesAB	1-324/324	===============	0/0	100.00	100.00	vfdb	NP_290286
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	116527	117141	escL	1-615/615	===============	0/0	100.00	100.00	vfdb	NP_290284
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	117146	117799	escR	1-654/654	===============	0/0	100.00	100.00	vfdb	NP_290283
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	117799	118068	escS	1-270/270	===============	0/0	100.00	100.00	vfdb	NP_290282
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	118068	118844	escT	1-777/777	===============	0/0	100.00	100.00	vfdb	NP_290281
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	118837	119874	escU	1-1038/1038	===============	0/0	100.00	100.00	vfdb	NP_290280
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	119871	120329	etgA	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_290279
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	121748	122203	cesD	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_290276
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	122217	123755	escC	1-1539/1539	===============	0/0	100.00	100.00	vfdb	NP_290275
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	123755	124210	sepD	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_290274
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	124216	124788	escJ	1-573/573	===============	0/0	100.00	100.00	vfdb	NP_290273
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	124791	125219	escI	1-429/429	===============	0/0	100.00	100.00	vfdb	NP_290272
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	125252	125551	sepZ/espZ	1-300/300	===============	0/0	100.00	100.00	vfdb	NP_290271
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	125736	126089	cesL	1-354/354	===============	0/0	100.00	100.00	vfdb	NP_290270
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	126086	128113	escV	1-2028/2028	===============	0/0	100.00	100.00	vfdb	NP_290269
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	128097	129437	escN	1-1341/1341	===============	0/0	100.00	100.00	vfdb	NP_290268
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980975/contigs.fasta	NODE_12_length_146468_cov_46.547117	129440	129817	escO	1-378/378	===============	0/0	100.00	100.00	vfdb	NP_290267
