#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_104_length_15036_cov_9.591683	4062	4736	nleE	1-675/675	===============	0/0	100.00	100.00	vfdb	NP_289554
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_104_length_15036_cov_9.591683	4785	5774	nleB1	1-990/990	===============	0/0	100.00	100.00	vfdb	NP_289553
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_104_length_15036_cov_9.591683	6382	8031	espL2	1-1650/1650	===============	0/0	100.00	99.94	vfdb	NP_289551
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_109_length_13898_cov_6.220256	273	772	hcp-2	1-500/519	========/======	2/2	96.15	70.66	vfdb	NP_232418
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_109_length_13898_cov_6.220256	2594	3738	vipB/mglB	307-1463/1479	..======/======	5/18	77.21	70.09	vfdb	NP_232509
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	1680	2270	ykgK/ecpR	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_286011
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	2345	2932	yagZ/ecpA	1-588/588	===============	0/0	100.00	100.00	vfdb	NP_286010
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	2990	3658	yagY/ecpB	1-669/669	===============	0/0	100.00	100.00	vfdb	NP_286009
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	3684	6209	yagX/ecpC	1-2526/2526	===============	0/0	100.00	100.00	vfdb	NP_286008
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	6199	7842	yagW/ecpD	1-1644/1644	===============	0/0	100.00	100.00	vfdb	NP_286007
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_113_length_12901_cov_10.802117	7766	8521	yagV/ecpE	1-756/756	===============	0/0	100.00	100.00	vfdb	NP_286006
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_117_length_12002_cov_5.468235	2123	2713	espM1	1-591/591	===============	0/0	100.00	100.00	vfdb	NP_287949
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_119_length_11621_cov_12.967059	194	4096	espP	1-3903/3903	===============	0/0	100.00	99.97	vfdb	YP_325580
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_124_length_11011_cov_7.710843	1460	1902	gmhA/lpcA	118-560/585	..======/======	2/2	75.56	72.52	vfdb	NP_439337
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_125_length_10445_cov_9.164857	853	10362	toxB	1-9510/9510	===============	0/0	100.00	99.99	vfdb	YP_325655
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_132_length_9676_cov_8.568444	6152	6580	luxS	1-429/519	=============..	0/0	82.66	70.86	vfdb	NP_230208
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_139_length_8473_cov_7.068068	616	2565	espX7/nleL	1-1950/1950	===============	0/0	100.00	99.95	vfdb	NP_287310
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_139_length_8473_cov_7.068068	3744	6557	espN	1-2814/2814	===============	0/0	100.00	99.86	vfdb	NP_287312
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	38022	40217	espX6	1-2196/2196	===============	0/0	100.00	100.00	vfdb	NP_290952
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	59881	60792	fimH	1-912/912	===============	0/0	100.00	97.26	vfdb	NP_757248
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	60803	61306	fimG	1-504/504	===============	0/0	100.00	98.02	vfdb	NP_757247
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	61319	61852	fimF	1-534/534	===============	0/0	100.00	97.94	vfdb	NP_757245
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	61859	64399	fimD	97-2637/2637	===============	0/0	96.36	98.19	vfdb	NP_757244
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	726	1046	csgC	1-321/327	========/======	5/6	97.25	74.38	vfdb	NP_460116
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	1105	1563	csgA	1-456/456	========/======	1/3	100.00	73.20	vfdb	NP_460115
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	1604	2059	csgB	1-456/456	========/======	2/2	99.78	83.37	vfdb	NP_460114
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	2813	3463	csgD	1-651/651	===============	0/0	100.00	81.57	vfdb	NP_460113
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	3468	3857	csgE	1-396/396	========/======	1/6	98.48	79.29	vfdb	NP_460112
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	3882	4298	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_140_length_8404_cov_7.407234	4325	5158	csgG	1-834/834	===============	0/0	100.00	83.21	vfdb	NP_460110
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_147_length_7515_cov_5.590483	2777	3493	IlpA	100-810/810	.=======/======	3/12	87.41	70.14	vfdb	NP_933683
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_14_length_63117_cov_11.448004	6188	10429	fdeC	1-4245/4251	========/======	3/5	99.76	92.18	vfdb	YP_002390132
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_150_length_7423_cov_4.460505	622	1269	flgG	7-654/654	========/======	2/2	98.93	75.50	vfdb	YP_001006759
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_150_length_7423_cov_4.460505	1463	2014	flgH	127-678/684	..=============	0/0	80.70	78.62	vfdb	YP_001006758
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_150_length_7423_cov_4.460505	2086	3127	flgI	34-1075/1077	========/======	7/12	96.19	71.47	vfdb	YP_001006757
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_153_length_6720_cov_6.357239	1040	2365	nleA/espI	1-1326/1326	===============	0/0	100.00	100.00	vfdb	NP_287961
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_153_length_6720_cov_6.357239	4192	5103	nleH2	1-912/912	===============	0/0	100.00	100.00	vfdb	NP_287959
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_153_length_6720_cov_6.357239	5169	5738	nleF	1-570/570	===============	0/0	100.00	100.00	vfdb	NP_287958
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_153_length_6720_cov_6.357239	6158	6254	east1	21-117/117	..=============	0/0	82.91	97.94	vfdb	AHY03744
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_167_length_5321_cov_8.976643	1943	3371	aslA	1-1428/1428	========/======	1/1	100.00	93.91	vfdb	AAG10151
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_16_length_62351_cov_8.687990	39120	40412	espX5	1-1293/1293	===============	0/0	100.00	100.00	vfdb	NP_290699
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_198_length_3453_cov_8.207475	234	1292	espW	1-1059/1059	===============	0/0	100.00	100.00	vfdb	NP_289177
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_198_length_3453_cov_8.207475	2204	2794	espM2	1-591/591	===============	0/0	100.00	99.83	vfdb	NP_289175
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_1_length_172659_cov_7.972799	89992	91563	espY3	1-1572/1572	===============	0/0	100.00	100.00	vfdb	NP_286160
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_206_length_3040_cov_5.057956	390	1148	paa	1-759/759	===============	0/0	100.00	100.00	vfdb	NP_287515
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_20_length_57921_cov_9.854198	6128	7778	htpB	3-1653/1653	========/======	13/36	98.79	70.76	vfdb	YP_094724
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_238_length_2060_cov_11.177057	1	838	nleC	1-838/993	=============..	0/0	84.39	100.00	vfdb	NP_286533
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_238_length_2060_cov_11.177057	899	1879	nleB2	1-981/981	===============	0/0	100.00	100.00	vfdb	NP_286532
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_243_length_1980_cov_6.407792	654	1307	espJ	1-654/654	===============	0/0	100.00	100.00	vfdb	NP_288436
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	23900	24455	flhC	6-564/582	========/======	5/7	95.19	74.15	vfdb	YP_001006783
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	24612	25487	motA	13-888/888	========/======	3/4	98.42	72.10	vfdb	YP_001006782
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	28418	28867	cheW	19-468/498	===============	0/0	90.36	74.44	vfdb	YP_001006779
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	33236	34260	cheB	1-1025/1050	========/======	2/2	97.52	74.27	vfdb	YP_001006775
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	34300	34687	cheY	1-388/390	===============	0/0	99.49	76.80	vfdb	YP_001006774
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	34769	35340	cheZ	70-641/645	.=======/======	2/10	87.91	71.06	vfdb	YP_001006773
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_28_length_51350_cov_6.038678	36692	38755	flhA	6-2069/2079	========/======	2/6	99.13	74.94	vfdb	YP_001006770
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_2_length_146456_cov_14.723574	893	1488	espF	1-614/747	========/====..	2/18	79.79	94.95	vfdb	NP_290250
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_2_length_146456_cov_14.723574	1573	1851	escG	1-279/279	===============	0/0	100.00	100.00	vfdb	NP_290251
