#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_1049_length_653_cov_2.782609	344	440	east1	21-117/117	..=============	0/0	82.91	97.94	vfdb	AHY03744
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_1057_length_650_cov_2.416807	52	508	escJ	117-573/573	...============	0/0	79.76	100.00	vfdb	NP_290273
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_1120_length_632_cov_3.429809	236	489	fliQ	1-254/270	========/======	3/6	92.96	73.15	vfdb	YP_001006752
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_132_length_1369_cov_2.714612	744	1326	yagY/ecpB	87-669/669	.==============	0/0	87.14	100.00	vfdb	NP_286009
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_205_length_1200_cov_3.524891	1	506	ykgK/ecpR	86-591/591	..=============	0/0	85.62	100.00	vfdb	NP_286011
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_205_length_1200_cov_3.524891	581	1147	yagZ/ecpA	1-567/588	===============	0/0	96.43	100.00	vfdb	NP_286010
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_42_length_1913_cov_3.850377	46	934	sepL	168-1056/1056	..=============	0/0	84.19	100.00	vfdb	NP_290257
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_42_length_1913_cov_3.850377	993	1571	espA	1-579/579	===============	0/0	100.00	100.00	vfdb	NP_290256
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_448_length_923_cov_3.373272	285	888	fimA	3-606/606	===============	0/0	99.67	92.22	vfdb	NP_757241
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_540_length_857_cov_2.001247	156	626	cesT	1-471/471	===============	0/0	100.00	100.00	vfdb	NP_290260
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_592_length_829_cov_2.208010	125	583	csgA	1-456/456	========/======	1/3	100.00	73.20	vfdb	NP_460115
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_731_length_758_cov_2.510669	148	712	yagV/ecpE	192-756/756	...============	0/0	74.74	100.00	vfdb	NP_286006
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_857_length_713_cov_2.688450	3	674	stx2A	202-873/960	...===========.	0/0	70.00	98.96	vfdb	NP_286976
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_897_length_700_cov_3.604651	319	653	cesD	121-456/456	...=====/======	1/1	73.46	99.70	vfdb	NP_290276
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980983/contigs.fasta	NODE_92_length_1500_cov_4.016609	1	1500	shuA	5-1504/1983	============...	0/0	75.64	99.27	vfdb	YP_405019
