#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_10_length_121943_cov_104.623080	5580	8730	acrF	1-3106/3106	========/======	2/45	100.00	97.02	card	U00096:3415033-3418138
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_10_length_121943_cov_104.623080	8741	9899	acrE	1-1159/1159	===============	0/0	100.00	99.14	card	U00096:3413864-3415022
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_10_length_121943_cov_104.623080	10297	10960	acrS	1-664/664	===============	0/0	100.00	99.40	card	U00096:3412803-3413466
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	43213	44857	PmrC	1-1645/1645	===============	0/0	100.00	98.97	card	AP009048:4338625-4340269
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	76450	77481	mdtN	1-1032/1032	===============	0/0	100.00	97.77	card	AP009048:4306557-4307589
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	77481	79532	mdtO	1-2052/2052	===============	0/0	100.00	97.86	card	AP009048:4304506-4306558
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_11_length_121052_cov_110.832252	79529	80995	mdtP	1-1467/1467	===============	0/0	100.00	97.89	card	AP009048:4303043-4304510
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_12_length_117765_cov_91.779543	36044	37276	mdfA	1-1233/1233	===============	0/0	100.00	97.00	card	JQ394987:1-1234
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_13_length_115366_cov_86.793420	58372	61486	acrD	1-3115/3115	===============	0/0	100.00	99.13	card	NC_007779:2586251-2589365
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	18108	19335	mdtG	1-1228/1228	===============	0/0	100.00	99.02	card	NC_007779:1115841-1117068
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	27965	29174	mdtH	1-1210/1210	===============	0/0	100.00	98.59	card	U00096:1124118-1125327
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_14_length_111961_cov_126.370391	74352	77798	mfd	1-3447/3447	===============	0/0	100.00	98.14	card	NC_000913.3:1170518-1173965
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_16_length_105711_cov_95.925494	39263	41011	msbA	1-1749/1749	===============	0/0	100.00	98.69	card	NC_000913.3:966621-968370
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_23_length_65011_cov_92.774909	14605	14989	marA	1-385/385	===============	0/0	100.00	99.22	card	NC_007779:1621288-1621672
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_25_length_58291_cov_120.369754	16380	17720	Escherichia_coli_LamB	1-1341/1341	===============	0/0	100.00	100.00	card	BA000007:5101245-5102586
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_2_length_316780_cov_112.446899	78956	79900	leuO	1-945/945	===============	0/0	100.00	98.94	card	NC_000913.3:84368-85313
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_2_length_316780_cov_112.446899	167223	168883	YojI	1-1644/1644	========/======	2/19	99.94	96.99	card	NC_000913.3:1-1645
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_2_length_316780_cov_112.446899	175226	176095	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	98.97	card	NC_000913.3:4634441-4635311
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_2_length_316780_cov_112.446899	235698	236931	mdtM	1-1234/1234	===============	0/0	100.00	96.11	card	U00096:4567287-4568520
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_30_length_47599_cov_115.868942	22232	23606	cpxA	1-1375/1375	===============	0/0	100.00	100.00	card	NC_002695:4903562-4904936
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_30_length_47599_cov_115.868942	23602	24300	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.00	card	CP015085.1:3009840-3010539
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_43_length_30976_cov_91.824521	22658	23335	kdpE	1-678/678	===============	0/0	100.00	97.20	card	NC_000913.3:721056-721734
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_48_length_26441_cov_241.078754	21087	21501	H-NS	1-415/415	===============	0/0	100.00	100.00	card	NC_002695:1737554-1737968
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_4_length_250873_cov_91.728532	68161	69354	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.83	card	NC_000913.3:484426-485620
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034235/contigs.fasta	NODE_4_length_250873_cov_91.728532	69377	72526	acrB	1-3150/3150	===============	0/0	100.00	99.14	card	NC_000913.3:481254-484404
