#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_106_length_14737_cov_6.802684	11582	12259	kdpE	1-678/678	===============	0/0	100.00	97.20	card	NC_000913.3:721056-721734
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_10_length_79020_cov_10.071247	10101	10799	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.00	card	CP015085.1:3009840-3010539
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_10_length_79020_cov_10.071247	10795	12169	cpxA	1-1375/1375	===============	0/0	100.00	100.00	card	NC_002695:4903562-4904936
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_110_length_13725_cov_5.144184	10027	13473	mfd	1-3447/3447	===============	0/0	100.00	98.14	card	NC_000913.3:1170518-1173965
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_132_length_9676_cov_8.568444	2617	3147	emrR	1-531/531	===============	0/0	100.00	99.62	card	NC_000913.3:2810770-2811301
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_132_length_9676_cov_8.568444	3274	4447	emrA	1-1174/1174	===============	0/0	100.00	99.23	card	AP009048:2810083-2811256
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_132_length_9676_cov_8.568444	4463	6002	emrB	1-1540/1540	===============	0/0	100.00	98.64	card	U00096:2812616-2814155
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_13_length_64453_cov_11.980589	32858	34091	mdtM	1-1234/1234	===============	0/0	100.00	96.11	card	U00096:4567287-4568520
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_16_length_62351_cov_8.687990	18547	19578	mdtN	1-1032/1032	===============	0/0	100.00	97.77	card	AP009048:4306557-4307589
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_16_length_62351_cov_8.687990	19578	21629	mdtO	1-2052/2052	===============	0/0	100.00	97.90	card	AP009048:4304506-4306558
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_16_length_62351_cov_8.687990	21626	23092	mdtP	1-1467/1467	===============	0/0	100.00	97.89	card	AP009048:4303043-4304510
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_17_length_61666_cov_9.897356	24183	25722	emrY	1-1540/1540	===============	0/0	100.00	98.77	card	D78168:1592-3131
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_17_length_61666_cov_9.897356	25721	26777	emrK	1-1057/1057	===============	0/0	100.00	98.67	card	D78168:537-1593
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR1980990/contigs.fasta	NODE_17_length_61666_cov_9.897356	27301	27916	evgA	1-616/616	===============	0/0	100.00	100.00	card	NC_002695:3211892-3212507
