#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_10_length_169063_cov_75.342268	33846	34376	emrR	1-531/531	===============	0/0	100.00	99.62	card	NC_000913.3:2810770-2811301
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_10_length_169063_cov_75.342268	34503	35676	emrA	1-1174/1174	===============	0/0	100.00	99.23	card	AP009048:2810083-2811256
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_10_length_169063_cov_75.342268	35692	37231	emrB	1-1540/1540	===============	0/0	100.00	98.64	card	U00096:2812616-2814155
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_12_length_146636_cov_71.401805	55876	57066	emrD	1-1191/1191	===============	0/0	100.00	98.41	card	GG749185.1:116813-118004
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_12_length_146636_cov_71.401805	91800	92976	mdtL	1-1177/1177	===============	0/0	100.00	96.35	card	U00096:3891615-3892791
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_13_length_132524_cov_70.685036	46774	48006	mdfA	1-1233/1233	===============	0/0	100.00	97.00	card	JQ394987:1-1234
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_14_length_115840_cov_73.547446	107258	108227	PmrF	1-970/970	===============	0/0	100.00	99.17	card	U00096:2367071-2368040
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_15_length_111955_cov_83.784790	18108	19335	mdtG	1-1228/1228	===============	0/0	100.00	99.02	card	NC_007779:1115841-1117068
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_15_length_111955_cov_83.784790	27965	29174	mdtH	1-1210/1210	===============	0/0	100.00	98.59	card	U00096:1124118-1125327
/home/ndono_school/Downloads/bioinformatics/AMR/clin/trim_assemble/SRR2034240/contigs.fasta	NODE_15_length_111955_cov_83.784790	74346	77792	mfd	1-3447/3447	===============	0/0	100.00	98.14	card	NC_000913.3:1170518-1173965
